   650
  -1.8422522e-01	  -1.0911399e+00
   6.6576819e-01	  -7.9850347e-01
   3.5196553e-04	   4.1675784e-01
   3.5762525e-01	  -7.4347231e-02
  -5.8581282e-02	   6.6723300e-01
  -2.5912772e-01	  -2.0799744e-01
   4.0831917e-01	   1.2483128e-01
   2.5399583e-02	   8.3283335e-01
  -3.5027393e-01	  -6.7546579e-01
   1.5866629e-01	   5.4130701e-01
  -1.1671098e-01	  -1.2419576e+00
   3.3426025e-01	  -4.0913980e-02
   5.3376364e-01	  -1.0503370e+00
   1.4836669e-02	   8.0729844e-01
   4.6615603e-01	  -4.5836069e-01
  -2.2738084e-01	  -1.0921733e+00
  -4.6713111e-01	  -1.0080743e+00
   3.8411106e-01	  -1.3216669e-01
   3.1735076e-01	  -1.6926787e-02
  -3.7665412e-01	  -4.5025864e-01
   6.2662946e-01	  -3.7456326e-01
  -2.5064393e-01	  -2.0085349e-01
   1.9966337e-01	   7.7544040e-01
  -3.4161654e-02	   7.7378518e-01
  -2.1664305e-01	  -1.3430924e-01
  -9.2282097e-02	  -1.1087178e+00
   8.3057231e-02	  -1.3088212e+00
  -2.0799650e-01	   1.4266388e-01
   5.8274206e-01	  -1.0332913e+00
  -5.3195580e-01	  -8.5059941e-01
  -2.9091549e-01	   6.7737641e-02
   5.1195427e-02	   5.2534082e-01
   2.0847576e-01	   3.4245700e-01
   1.9269194e-01	   6.6606910e-01
   4.4127554e-01	  -2.0737697e-01
   6.4061226e-01	  -1.0089613e+00
  -3.7792792e-01	  -4.6108373e-01
   2.1787837e-01	   5.0924014e-01
   7.1680004e-01	  -8.4247750e-01
   5.8236724e-02	  -1.3005823e+00
   5.0775891e-01	  -6.5004951e-01
   2.5994812e-01	  -1.1192129e+00
  -1.1541545e-01	   5.8523903e-02
   2.0256514e-01	   5.9179650e-01
  -2.0186446e-01	  -4.8348492e-01
   2.3979204e-01	   3.0710551e-01
  -2.8910875e-01	  -2.4101871e-01
   3.2529506e-01	   4.8651502e-02
  -1.9179062e-01	  -4.8337410e-01
  -4.4119354e-01	  -1.0154969e+00
   2.5901492e-01	  -1.1097831e+00
   1.9975273e-01	  -1.1169651e+00
  -1.9056912e-01	  -1.0919173e+00
  -4.7590977e-01	  -3.9966814e-01
   2.6235336e-03	   7.8376898e-01
  -9.1606300e-02	   7.5801027e-01
   7.3371668e-01	  -9.5855455e-01
   2.8248305e-01	  -1.1676132e+00
  -3.0061390e-01	  -6.1531181e-01
   2.4882112e-01	   7.2431039e-01
  -3.8360788e-01	  -7.0783217e-01
  -8.5552957e-02	  -1.1092239e+00
  -2.5857792e-01	   9.3268284e-02
   2.5010164e-01	   3.0041391e-01
   3.7472896e-01	  -1.0813843e-01
   2.5061007e-01	  -1.1075926e+00
   2.6734918e-01	  -1.1436803e+00
   5.1479586e-02	   5.0070941e-01
   7.1766277e-01	  -9.6650458e-01
   1.7070655e-02	  -1.3000056e+00
  -8.3123573e-02	  -1.1256286e+00
   4.4183348e-01	  -5.5060448e-01
   7.6505838e-01	  -8.7349920e-01
   2.9049202e-01	  -1.1999971e+00
   5.9749667e-02	   9.0114229e-01
   4.3378096e-01	  -1.8343863e-01
   4.8364579e-01	  -6.1671133e-01
   6.8334133e-01	  -8.2495295e-01
  -2.8362460e-01	   7.4804089e-02
   3.0077946e-01	   7.6534697e-01
  -1.9342636e-01	   4.2348129e-02
   3.5793747e-01	   1.4952565e-01
  -2.6620002e-01	  -5.8330494e-01
  -2.8304880e-01	  -2.2447335e-01
   3.3244799e-01	   1.9796019e-01
   7.4957046e-01	  -9.5064024e-01
   4.7485241e-01	  -4.5900613e-01
  -8.2445765e-02	  -1.1339177e+00
   9.9549146e-02	  -1.3008927e+00
  -1.0803944e-01	  -1.1095158e+00
  -2.5484352e-02	  -1.3002582e+00
  -4.2101494e-02	  -1.1171000e+00
   1.8439150e-01	  -1.2998320e+00
   6.0903655e-01	  -7.4989386e-01
   3.8304498e-01	  -4.4849250e-01
   3.3531362e-01	   1.7611559e-01
  -5.3623844e-04	  -1.1162647e+00
   4.5766945e-01	   5.6313759e-02
   3.0924133e-01	   2.1602928e-01
   4.1624822e-01	  -4.6735236e-01
  -1.2430587e-01	   7.3253621e-01
  -5.3129490e-01	  -9.8260391e-01
   2.2498336e-01	  -1.1173998e+00
   2.1615248e-01	   5.3411332e-01
  -5.0391478e-02	   3.3291765e-01
  -2.5969006e-02	   6.3156167e-01
  -2.5422826e-02	   6.2325880e-01
  -2.9168768e-01	  -2.5816474e-01
  -4.8238862e-02	  -1.1166923e+00
   9.9375521e-02	   8.6725642e-01
  -2.3268843e-01	  -5.3388691e-01
   4.9103648e-01	  -6.1724574e-01
  -4.4900060e-01	  -7.7394420e-01
   4.9836246e-01	  -1.0587429e+00
   4.5066079e-01	  -1.0597972e+00
  -3.5043226e-02	   3.6554888e-01
   2.1796366e-01	   5.2540062e-01
   9.2854795e-02	   8.6658147e-01
   2.6768144e-01	   6.5349695e-02
   2.3416409e-01	  -1.2924275e+00
   2.5003270e-01	   2.8983628e-01
   4.2161853e-02	  -1.3013391e+00
   1.0971545e-01	  -1.1237701e+00
  -8.9597156e-02	  -1.1661124e+00
  -2.8297392e-01	  -2.4115631e-01
  -3.3024273e-02	   5.1634449e-01
   1.9921487e-01	  -1.3008200e+00
